ID,Group ID,Status,Created,Last Updated,Check In,Check Out,Room,,Nights,Guest,Booking,,Fees,Total,Paid,Owing,,,Booking Source
B1LZ1,-,Checked Out,19/09/2016 12:00,16/06/2021 10:04,19/09/2016 15:00,23/09/2016 10:30,Rm 4,,4 Nights,1289,120,,0,120,120,0,,,FH
B1LYQ,-,Checked Out,12/9/2016 12:00,16/06/2021 10:04,12/9/2016 15:00,4/10/2016 10:30,-,,22 Nights,1290,1100,,0,1100,1100,0,,,EBC
B1LYX,-,Checked Out,12/9/2016 12:00,16/06/2021 10:04,12/9/2016 15:00,19/09/2016 10:30,Rm 3,,7 Nights,1291,280,,0,280,280,0,,,DCC
B1LYY,-,Checked Out,12/9/2016 12:00,16/06/2021 10:04,12/9/2016 15:00,20/09/2016 10:30,Rm 9,,8 Nights,1292,400,,0,400,400,0,,,DCC
B1LYM,-,Checked Out,5/9/2016 12:00,16/06/2021 10:04,5/9/2016 15:00,12/9/2016 10:30,Rm 3,,7 Nights,1293,280,,0,280,280,0,,,DCC
B1LYN,-,Checked Out,5/9/2016 12:00,16/06/2021 10:04,5/9/2016 15:00,12/9/2016 10:30,Rm 9,,7 Nights,1294,350,,0,350,350,0,,,DCC
B1LYG,-,Checked Out,1/9/2016 12:00,16/06/2021 10:04,1/9/2016 15:00,5/9/2016 10:30,Rm 3,,4 Nights,1295,160,,0,160,160,0,,,DCC
B1LYE,-,Checked Out,31/08/2016 12:00,16/06/2021 10:04,31/08/2016 15:00,12/9/2016 10:30,-,,12 Nights,1296,600,,0,600,600,0,,,EBC
B1LYF,-,Checked Out,31/08/2016 12:00,16/06/2021 10:04,31/08/2016 15:00,8/9/2016 10:30,Rm 4,,8 Nights,1297,320,,0,320,320,0,,,DCC
B1LYD,-,Checked Out,29/08/2016 12:00,16/06/2021 10:04,29/08/2016 15:00,5/9/2016 10:30,Rm 9,,7 Nights,1298,350,,0,350,350,0,,,DCC
B1LY7,-,Checked Out,23/08/2016 12:00,16/06/2021 10:04,23/08/2016 15:00,29/08/2016 10:30,Rm 9,,6 Nights,1299,300,,0,300,300,0,,,DCC
B1LY5,-,Checked Out,22/08/2016 12:00,16/06/2021 10:04,22/08/2016 15:00,31/08/2016 10:30,Rm 3,,9 Nights,1300,360,,0,360,360,0,,,DCC
B1LY6,-,Checked Out,22/08/2016 12:00,16/06/2021 10:04,22/08/2016 15:00,31/08/2016 10:30,-,,9 Nights,1301,630,,0,630,630,0,,,DCC
B1LXX,-,Checked Out,15/08/2016 12:00,16/06/2021 10:04,15/08/2016 15:00,22/08/2016 10:30,Rm 3,,7 Nights,1302,280,,0,280,280,0,,,DCC
B1LXY,-,Checked Out,15/08/2016 12:00,16/06/2021 10:04,15/08/2016 15:00,22/08/2016 10:30,-,,7 Nights,1303,490,,0,490,490,0,,,DCC
B1LXZ,-,Checked Out,15/08/2016 12:00,16/06/2021 10:04,15/08/2016 15:00,22/08/2016 10:30,Rm 9,,7 Nights,1304,420,,0,420,420,0,,,DCC
B1LXO,-,Checked Out,8/8/2016 12:00,16/06/2021 10:04,8/8/2016 15:00,15/08/2016 10:30,-,,7 Nights,1305,490,,0,490,490,0,,,DCC
B1LXP,-,Checked Out,8/8/2016 12:00,16/06/2021 10:04,8/8/2016 15:00,15/08/2016 10:30,Rm 9,,7 Nights,1306,420,,0,420,420,0,,,DCC
B1LXJ,-,Checked Out,1/8/2016 12:00,16/06/2021 10:04,1/8/2016 15:00,8/8/2016 10:30,-,,7 Nights,1307,490,,0,490,490,0,,,DCC
B1LXK,-,Checked Out,1/8/2016 12:00,16/06/2021 10:04,1/8/2016 15:00,8/8/2016 10:30,Rm 9,,7 Nights,1308,420,,0,420,420,0,,,DCC
B1LXF,-,Checked Out,25/07/2016 12:00,16/06/2021 10:04,25/07/2016 15:00,1/8/2016 10:30,Rm 9,,7 Nights,1309,420,,0,420,420,0,,,DCC
B1LX8,-,Checked Out,18/07/2016 12:00,16/06/2021 10:04,18/07/2016 15:00,26/07/2016 10:30,-,,8 Nights,1310,480,,0,480,480,0,,,DCC
B1LX9,-,Checked Out,18/07/2016 12:00,16/06/2021 10:04,18/07/2016 15:00,25/07/2016 10:30,Rm 9,,7 Nights,1311,420,,0,420,420,0,,,DCC
B1LWW,-,Checked Out,8/7/2016 12:00,16/06/2021 10:04,8/7/2016 15:00,18/07/2016 10:30,-,,10 Nights,1312,600,,0,600,600,0,,,DCC
B1LWX,-,Checked Out,8/7/2016 12:00,16/06/2021 10:04,8/7/2016 15:00,18/07/2016 10:30,Rm 9,,10 Nights,1313,600,,0,600,600,0,,,DCC
B1LVW,-,Checked Out,14/03/2016 12:00,16/06/2021 10:04,14/03/2016 15:00,24/03/2016 10:30,-,,10 Nights,1314,600,,0,600,600,0,,,AHDCC
B1LVS,-,Checked Out,28/02/2016 12:00,16/06/2021 10:04,28/02/2016 15:00,14/03/2016 10:30,-,,15 Nights,1315,900,,0,900,900,0,,,AHDCC
B63Z2,-,Checked Out,3/1/2024 0:49,3/1/2024 0:49,23/02/2023 15:00,12/5/2023 10:30,Rm 4,,78 Nights,1,0,,0,0,0,0,,,DCC
B63Z1,-,Checked In,3/1/2024 0:41,3/1/2024 0:41,14/12/2023 15:00,31/01/2024 10:30,Rm 2,,48 Nights,2,1440,,0,1440,0,1440,,,DCC
B63Z0,-,Checked In,3/1/2024 0:40,3/1/2024 0:40,11/12/2023 15:00,31/01/2024 10:30,Rm 3,,51 Nights,3,1530,,0,1530,0,1530,,,DCC
B63YZ,-,Checked In,3/1/2024 0:36,3/1/2024 0:39,11/12/2023 15:00,31/01/2024 10:30,Rm 1,,51 Nights,4,1530,,0,1530,0,1530,,,DCC
B63YY,-,Checked Out,3/1/2024 0:34,3/1/2024 0:34,30/11/2023 15:00,11/12/2023 10:30,Rm 3,,11 Nights,5,330,,0,330,0,330,,,DCC
B63YX,-,Checked Out,3/1/2024 0:33,3/1/2024 0:33,30/11/2023 15:00,11/12/2023 10:30,Rm 1,,11 Nights,6,330,,0,330,0,330,,,DCC
B63XW,-,Checked In,2/1/2024 21:48,2/1/2024 21:48,7/12/2023 15:00,31/01/2024 10:30,Rm 8,,55 Nights,7,1650,,0,1650,0,1650,,,SRSS
B63XV,-,Checked Out,2/1/2024 21:46,2/1/2024 21:46,7/12/2023 15:00,8/12/2023 10:30,Rm 0,,1 Night,8,30,,0,30,0,30,,,DCC
B63XT,-,Checked Out,2/1/2024 21:44,3/1/2024 0:31,28/11/2023 15:00,29/11/2023 10:30,Rm 1,,1 Night,9,0,,0,0,0,0,,,SRSS
B63XS,-,Checked In,2/1/2024 21:41,2/1/2024 21:41,21/11/2023 15:00,31/01/2024 10:30,Rm 5,,71 Nights,10,2130,,0,2130,0,2130,,,DCC
B63XR,-,Checked Out,2/1/2024 21:38,2/1/2024 21:46,8/11/2023 15:00,7/12/2023 10:30,Rm 8,,29 Nights,11,870,,0,870,0,870,,,DCC
B63XP,-,Checked Out,2/1/2024 21:33,3/1/2024 0:27,18/10/2023 15:00,11/12/2023 10:30,Rm 4,,54 Nights,12,0,,0,0,0,0,,,DCC
B63XO,-,Checked Out,2/1/2024 21:33,3/1/2024 0:27,18/10/2023 15:00,11/12/2023 10:30,Rm 2,,54 Nights,13,1620,,0,1620,0,1620,,,DCC
B63XM,-,Checked Out,2/1/2024 21:29,2/1/2024 21:29,3/10/2023 15:00,30/11/2023 10:30,Rm 3,,58 Nights,14,1740,,0,1740,0,1740,,,DCC
B63XK,-,Checked In,2/1/2024 21:24,2/1/2024 21:26,15/09/2023 15:00,31/01/2024 10:30,Rm 6,,138 Nights,15,3090,,0,3090,0,3090,,,DCC
B63XJ,-,Checked Out,2/1/2024 21:17,2/1/2024 21:17,29/08/2023 15:00,17/10/2023 10:30,Rm 2,,49 Nights,16,1470,,0,1470,0,1470,,,DCC
B63XI,-,Checked Out,2/1/2024 21:12,2/1/2024 21:12,21/08/2023 15:00,22/08/2023 10:30,Rm 2,,1 Night,17,30,,0,30,0,30,,,EBC
B63XH,-,Checked Out,2/1/2024 21:09,2/1/2024 21:13,21/08/2023 15:00,12/10/2023 10:30,Rm 4,,52 Nights,18,300,,0,300,0,300,,,EBC
B63XG,-,Checked Out,2/1/2024 21:07,2/1/2024 21:07,17/08/2023 15:00,6/11/2023 10:30,Rm 1,,81 Nights,19,0,,0,0,0,0,,,DCC
B63P7,-,Checked Out,28/12/2023 21:06,28/12/2023 21:06,26/06/2023 15:00,30/06/2023 10:30,Rm 4,,4 Nights,20,0,,0,0,0,0,,,DCC
B63P5,-,Checked Out,28/12/2023 21:02,2/1/2024 21:00,5/6/2023 15:00,17/08/2023 10:30,Rm 5,,73 Nights,21,2190,,0,2190,0,2190,,,DCC
B63P4,-,Checked Out,28/12/2023 20:57,2/1/2024 21:11,30/05/2023 15:00,21/08/2023 10:30,Rm 2,,83 Nights,22,2490,,0,2490,0,2490,,,DCC
B63P3,-,Checked Out,28/12/2023 20:56,28/12/2023 20:56,16/05/2023 15:00,12/6/2023 10:30,Rm 4,,27 Nights,23,0,,0,0,0,0,,,DCC
B63P2,-,Checked Out,28/12/2023 20:49,2/1/2024 20:57,17/05/2023 15:00,17/08/2023 10:30,Rm 8,,92 Nights,24,2760,,0,2760,0,2760,,,SRSS
B63P1,-,Checked Out,28/12/2023 20:46,28/12/2023 20:48,16/05/2023 15:00,17/05/2023 10:30,Rm 8,,1 Night,25,30,,0,30,0,30,,,DCC
B5RUJ,-,Checked In,10/8/2023 22:03,2/1/2024 21:08,18/07/2023 15:00,21/08/2023 10:30,Rm 4,,34 Nights,26,0,,0,0,0,0,,,DCC
B5RUH,-,Checked Out,10/8/2023 22:00,28/12/2023 20:43,13/03/2023 15:00,16/05/2023 10:30,Rm 8,,64 Nights,27,0,,0,0,0,0,,,DCC
B5RUC,-,Checked Out,10/8/2023 21:50,28/12/2023 20:54,22/03/2023 15:00,23/05/2023 10:30,Rm 5,,62 Nights,28,0,,0,0,0,0,,,DCC
B5RUB,-,Checked Out,10/8/2023 21:49,28/12/2023 20:52,22/03/2023 15:00,23/05/2023 10:30,Rm 2,,62 Nights,29,0,,0,0,0,0,,,DCC
B5RU8,-,Checked Out,10/8/2023 21:45,10/8/2023 21:45,8/3/2023 15:00,20/03/2023 10:30,Rm 5,,12 Nights,30,0,,0,0,0,0,,,DCC
B5RU7,-,Checked Out,10/8/2023 21:44,10/8/2023 21:44,8/3/2023 15:00,20/03/2023 10:30,Rm 2,,12 Nights,31,0,,0,0,0,0,,,DCC
B5RU4,-,Checked Out,10/8/2023 21:38,10/8/2023 21:38,1/3/2023 15:00,7/3/2023 10:30,Rm 2,,6 Nights,32,0,,0,0,0,0,,,DCC
B5RU0,-,Checked Out,10/8/2023 21:30,10/8/2023 21:30,10/2/2023 15:00,2/3/2023 10:30,Rm 1,,20 Nights,33,0,,0,0,0,0,,,DCC
B5RTX,-,Checked Out,10/8/2023 21:21,10/8/2023 21:21,24/01/2023 15:00,1/3/2023 10:30,Rm 2,,36 Nights,34,30,,0,30,0,30,,,DCC
B5RTM,-,Checked Out,10/8/2023 19:48,10/8/2023 19:48,14/12/2022 15:00,19/12/2022 10:30,Rm 2,,5 Nights,35,150,,0,150,0,150,,,EBC
B5RTL,-,Checked Out,10/8/2023 19:46,10/8/2023 19:46,13/12/2022 15:00,23/12/2022 10:30,Rm 5,,10 Nights,36,300,,0,300,0,300,,,DCC
B5RTJ,-,Checked Out,10/8/2023 19:37,10/8/2023 19:37,25/11/2022 15:00,2/2/2023 10:30,Rm 4,,69 Nights,37,1830,,0,1830,0,1830,,,DCC
B5RTF,-,Checked Out,10/8/2023 19:26,10/8/2023 19:26,18/10/2022 15:00,2/11/2022 10:30,Rm 5,,15 Nights,38,450,,0,450,0,450,,,DCC
B5RTE,-,Checked Out,10/8/2023 19:24,10/8/2023 19:24,10/10/2022 15:00,4/11/2022 10:30,Rm 8,,25 Nights,39,750,,0,750,0,750,,,SCS
B5RTD,-,Checked Out,10/8/2023 19:23,10/8/2023 19:23,11/10/2022 15:00,18/10/2022 10:30,Rm 4,,7 Nights,40,210,,0,210,0,210,,,DCC
B5RT3,-,Checked Out,10/8/2023 19:01,10/8/2023 19:01,18/10/2022 15:00,25/11/2022 10:30,Rm 4,,38 Nights,41,1140,,0,1140,0,1140,,,DCC
B5RT2,-,Checked Out,10/8/2023 19:00,10/8/2023 19:00,14/09/2022 15:00,18/10/2022 10:30,Rm 6,,34 Nights,42,1020,,0,1020,0,1020,,,DCC
B5RSZ,-,Checked In,10/8/2023 18:52,10/8/2023 18:54,9/9/2022 15:00,31/08/2023 10:30,Rm 3,,356 Nights,43,4140,,0,4140,0,4140,,,SRSS
B5RSY,-,Checked Out,10/8/2023 18:47,10/8/2023 18:48,6/9/2022 15:00,9/9/2022 10:30,Rm 6,,3 Nights,44,90,,0,90,0,90,,,DCC
B5RSV,-,Checked Out,10/8/2023 18:30,10/8/2023 18:31,25/08/2022 15:00,23/11/2022 10:30,Rm 2,,90 Nights,45,2700,,0,2700,0,2700,,,DCC
B5RSU,-,Checked Out,10/8/2023 18:27,10/8/2023 18:28,18/08/2022 15:00,4/10/2022 10:30,Rm 8,,47 Nights,46,1410,,0,1410,0,1410,,,DCC
B5RST,-,Checked Out,10/8/2023 18:24,10/8/2023 18:24,16/08/2022 15:00,23/09/2022 10:30,Rm 4,,38 Nights,47,1140,,0,1140,0,1140,,,DCC
B4U0B,-,Checked Out,1/8/2022 18:25,10/8/2023 18:16,13/07/2022 15:00,8/8/2022 10:30,Rm 6,,26 Nights,48,780,,0,780,0,780,,,DCC
B4U0A,-,Checked Out,1/8/2022 18:23,10/8/2023 18:29,4/7/2022 15:00,18/08/2022 10:30,Rm 2,,45 Nights,49,1350,,0,1350,0,1350,,,DCC
B4U09,-,Checked In,1/8/2022 18:20,1/8/2022 18:20,28/06/2022 15:00,31/08/2022 10:30,Rm 5,,64 Nights,50,1920,,0,1920,0,1920,,,DCC
B4U08,-,Checked In,1/8/2022 18:19,3/8/2022 10:58,14/06/2022 15:00,28/06/2022 10:30,Rm 5,,14 Nights,51,420,,0,420,0,420,,,A
B4TZY,-,Checked Out,1/8/2022 17:24,1/8/2022 17:24,6/6/2022 15:00,9/6/2022 10:30,Rm 5,,3 Nights,52,90,,0,90,0,90,,,DCC
B4TZV,-,Checked Out,1/8/2022 17:12,1/8/2022 17:12,30/05/2022 15:00,4/7/2022 10:30,Rm 2,,35 Nights,53,1050,,0,1050,0,1050,,,DCC
B4TZT,-,Checked Out,1/8/2022 17:08,1/8/2022 17:09,6/6/2022 15:00,5/7/2022 10:30,Rm 4,,29 Nights,54,870,,0,870,0,870,,,DCC
B4TZS,-,Checked Out,1/8/2022 17:07,1/8/2022 17:08,30/05/2022 15:00,6/6/2022 10:30,Rm 5,,7 Nights,55,210,,0,210,0,210,,,DCC
B4TZR,-,Checked Out,1/8/2022 17:05,3/8/2022 10:57,23/05/2022 15:00,12/7/2022 10:30,Rm 8,,50 Nights,56,1500,,0,1500,0,1500,,,A
B4TZQ,-,Checked Out,1/8/2022 17:03,9/8/2022 11:39,23/05/2022 15:00,12/7/2022 10:30,Rm 6,,50 Nights,57,1500,,0,1500,0,1500,,,A
B4TZP,-,Checked Out,1/8/2022 17:00,1/8/2022 17:00,31/03/2022 15:00,13/05/2022 10:30,Rm 8,,43 Nights,58,1290,,0,1290,0,1290,,,DCC
B4TZ5,-,Checked Out,1/8/2022 15:45,1/8/2022 15:45,30/03/2022 15:00,27/05/2022 10:30,Rm 4,,58 Nights,59,1740,,0,1740,0,1740,,,DCC
B4TZ4,-,Checked Out,1/8/2022 15:44,1/8/2022 15:45,30/03/2022 15:00,27/05/2022 10:30,Rm 2,,58 Nights,60,1740,,0,1740,0,1740,,,DCC
B4TZ3,-,Checked Out,1/8/2022 15:42,1/8/2022 15:42,30/03/2022 15:00,19/05/2022 10:30,Rm 6,,50 Nights,61,1500,,0,1500,0,1500,,,DCC
B4TZ2,-,Checked Out,1/8/2022 15:40,1/8/2022 15:42,30/03/2022 15:00,19/05/2022 10:30,Rm 5,,50 Nights,62,1500,,0,1500,0,1500,,,DCC
B4CSF,-,Checked Out,28/03/2022 19:16,1/8/2022 16:56,15/02/2022 15:00,31/03/2022 10:30,Rm 0,,44 Nights,63,1320,,0,1320,0,1320,,,DCC
B4CSE,-,Checked Out,28/03/2022 19:13,28/03/2022 19:14,15/02/2022 15:00,16/02/2022 10:30,Rm 6,,1 Night,64,30,,0,30,0,30,,,EBC
B4CSD,-,Checked Out,28/03/2022 19:11,10/8/2023 18:17,7/2/2022 15:00,8/8/2022 10:30,Rm 1,,182 Nights,65,5460,,0,5460,0,5460,,,A
B2NWG,-,Checked Out,9/2/2022 17:18,1/8/2022 15:37,4/2/2022 15:00,29/03/2022 10:30,Rm 5,,53 Nights,66,1590,,0,1590,0,1590,,,CL DCC
B2NWF,-,Checked Out,9/2/2022 17:17,1/8/2022 15:36,4/2/2022 15:00,29/03/2022 10:30,Rm 4,,53 Nights,67,1590,,0,1590,0,1590,,,CL DCC
B2NWE,-,Checked Out,9/2/2022 17:14,1/8/2022 15:37,4/2/2022 15:00,29/03/2022 10:30,Rm 2,,53 Nights,68,1590,,0,1590,0,1590,,,CL DCC
B2NWD,-,Checked In,9/2/2022 17:13,28/03/2022 19:11,12/1/2022 15:00,7/2/2022 10:30,Rm 8,,26 Nights,69,780,,0,780,0,780,,,A
B2ML4,-,Checked Out,26/01/2022 18:59,26/01/2022 18:59,17/12/2021 15:00,20/12/2021 10:30,Rm 2,,3 Nights,70,90,,0,90,0,90,,,EBC
B2ML3,-,Checked Out,26/01/2022 18:58,26/01/2022 18:58,17/12/2021 15:00,20/12/2021 10:30,Rm 4,,3 Nights,71,90,,0,90,0,90,,,EBC
B2ML1,-,Checked In,26/01/2022 18:48,9/2/2022 17:11,8/12/2021 15:00,20/12/2021 10:30,Rm 8,,12 Nights,72,360,,0,360,0,360,,,EBC
B2JB2,-,Checked In,1/11/2021 16:12,8/11/2021 11:28,19/10/2021 15:00,1/11/2021 10:30,Rm 6,,13 Nights,73,390,,0,390,0,390,,,-
B2I4C,-,Checked Out,29/09/2021 10:50,1/11/2021 16:37,27/09/2021 15:00,8/10/2021 10:30,Rm 6,,11 Nights,74,330,,0,330,0,330,,,DCC
B2I4B,-,Checked In,29/09/2021 10:49,8/11/2021 11:28,24/09/2021 15:00,27/09/2021 10:30,Rm 6,,3 Nights,75,90,,0,90,0,90,,,DCC
B2HQI,-,Checked Out,21/09/2021 18:03,1/11/2021 15:53,13/09/2021 15:00,29/10/2021 10:30,Rm 8,,46 Nights,76,1380,,0,1380,0,1380,,,DCC
B2H8D,-,Checked Out,9/9/2021 19:43,1/11/2021 15:52,7/9/2021 15:00,20/10/2021 10:30,Rm 5,,43 Nights,77,1290,,0,1290,0,1290,,,DCC
B2H0C,-,Checked In,6/9/2021 10:16,9/9/2021 19:42,1/9/2021 15:00,2/9/2021 10:30,Rm 5,,1 Night,78,30,,0,30,0,30,,,DCC
B2H05,-,Checked Out,6/9/2021 9:55,8/11/2021 11:28,27/08/2021 15:00,2/9/2021 10:30,Rm 8,,6 Nights,79,180,,0,180,0,180,,,DCC
B2GEE,-,Checked Out,23/08/2021 16:09,6/9/2021 10:13,23/08/2021 15:00,25/08/2021 10:30,Rm 5,,2 Nights,80,60,,0,60,0,60,,,EBC
B2GE4,-,Checked In,23/08/2021 11:38,8/11/2021 11:28,19/08/2021 15:00,23/08/2021 10:30,Rm 5,,4 Nights,81,120,,0,120,0,120,,,EBC
B2FPA,-,Checked Out,6/8/2021 17:35,26/01/2022 18:44,9/8/2021 15:00,7/12/2021 10:30,Rm 4,,120 Nights,82,4800,,0,4800,0,4800,,,DCC
B2FP9,-,Not Checked In,6/8/2021 17:34,6/8/2021 19:21,5/8/2021 15:00,9/8/2021 10:30,Rm 4,,4 Nights,83,160,,0,160,0,160,,,DCC
B2FP0,-,Checked Out,6/8/2021 14:27,26/01/2022 18:44,9/8/2021 15:00,7/12/2021 10:30,Rm 2,,120 Nights,84,4800,,0,4800,0,4800,,,DCC
B2FOZ,-,Not Checked In,6/8/2021 14:26,6/8/2021 19:22,5/8/2021 15:00,9/8/2021 10:30,Rm 2,,4 Nights,85,160,,0,160,0,160,,,DCC
B2BZA,-,Checked Out,26/04/2021 14:41,16/06/2021 10:04,6/11/2020 15:00,10/11/2020 10:30,Rm 6,,4 Nights,86,120,,0,120,0,120,,,EBC
B1QC3,-,Checked In,20/02/2021 17:38,16/06/2021 10:03,5/11/2020 15:00,9/11/2020 10:30,Rm 8,,4 Nights,87,120,,0,120,0,120,,,DCC
B1QC1,-,Checked In,20/02/2021 17:29,16/06/2021 10:03,26/10/2020 15:00,9/11/2020 10:30,Rm 5,,14 Nights,88,420,,0,420,0,420,,,DCC
B1QC0,-,Checked In,20/02/2021 17:15,16/06/2021 10:03,25/10/2020 15:00,9/11/2020 10:30,Rm 2,,15 Nights,89,450,,0,450,0,450,,,DCC
B1QBZ,-,Checked In,20/02/2021 17:07,16/06/2021 10:03,21/10/2020 15:00,9/11/2020 10:30,Rm 4,,19 Nights,90,570,,0,570,0,570,,,DCC
B1QBY,-,Checked In,20/02/2021 17:05,16/06/2021 10:03,20/10/2020 15:00,3/11/2020 10:30,Rm 6,,14 Nights,91,420,,0,420,0,420,,,DCC
B1POY,-,Requested,16/01/2021 13:06,16/06/2021 10:03,16/12/2020 15:00,17/12/2020 10:30,Rm 5,,1 Night,92,30,,0,30,0,30,,,C
B1PJT,-,Requested,9/1/2021 14:21,16/06/2021 10:03,7/1/2021 15:00,1/2/2021 10:30,Rm 4,,25 Nights,93,1000,,0,1000,0,1000,,,DCC
B1PJS,-,Requested,9/1/2021 14:21,16/06/2021 10:03,7/1/2021 15:00,1/2/2021 10:30,Rm 2,,25 Nights,94,1250,,0,1250,0,1250,,,DCC
B1PJR,-,Over Booking,9/1/2021 14:09,16/06/2021 10:03,30/12/2020 15:00,4/1/2021 10:30,Rm 4,,5 Nights,95,200,,0,200,0,200,,,EBC
B1PJQ,-,Requested,9/1/2021 14:05,8/11/2021 11:28,4/1/2021 15:00,7/1/2021 10:30,Rm 4,,3 Nights,96,90,,0,90,0,90,,,NE D
B1PHB,-,Requested,5/1/2021 21:58,16/06/2021 10:03,4/1/2021 15:00,1/2/2021 10:30,Rm 6,,28 Nights,97,840,,0,840,0,840,,,DCC
B1PHA,-,Requested,5/1/2021 21:47,16/06/2021 10:03,1/1/2021 15:00,4/1/2021 10:30,Rm 3,,3 Nights,98,120,,0,120,0,120,,,VA
B1PH7,-,Requested,5/1/2021 21:23,16/06/2021 10:03,1/1/2021 15:00,4/1/2021 10:30,Rm 4,,3 Nights,99,90,,0,90,0,90,,,NE D
B1PCQ,-,Requested,31/12/2020 17:35,16/06/2021 10:03,30/12/2020 15:00,4/1/2021 10:30,Rm 2,,5 Nights,100,250,,0,250,0,250,,,EBC
B1PCP,-,Requested,31/12/2020 17:33,16/06/2021 10:03,31/12/2020 15:00,1/2/2021 10:30,Rm 5,,32 Nights,101,960,,0,960,0,960,,,DCC
B1PC0,-,Requested,30/12/2020 17:31,16/06/2021 10:15,30/12/2020 15:00,1/2/2021 10:30,Rm 8,,33 Nights,102,990,,0,990,0,990,,,DCC
B1P0T,-,Blocked Out,9/12/2020 19:32,16/06/2021 10:15,6/12/2020 15:00,21/12/2020 10:30,Rm 3,,15 Nights,103,450,,0,0,0,0,,,-
B1P0S,-,Requested,9/12/2020 19:30,16/06/2021 10:15,8/12/2020 15:00,14/12/2020 10:30,Rm 6,,6 Nights,104,180,,0,180,0,180,,,DCC
B1P0O,-,Requested,9/12/2020 19:14,15/05/2023 08:45,1/12/2020 15:00,2/12/2020 10:30,Rm 6,,1 Night,105,30,,0,30,0,30,,,DCC
B1P0N,-,Requested,9/12/2020 18:48,16/06/2021 10:15,3/12/2020 15:00,7/12/2020 10:30,Rm 4,,4 Nights,106,160,,0,160,0,160,,,A
B1P0M,-,Requested,9/12/2020 18:47,16/06/2021 10:15,3/12/2020 15:00,7/12/2020 10:30,Rm 2,,4 Nights,107,200,,0,200,0,200,,,A
B1P0J,-,Requested,9/12/2020 18:36,16/06/2021 10:15,30/11/2020 15:00,5/12/2020 10:30,Rm 3,,5 Nights,108,250,,0,250,0,250,,,AH DCC
B1P0I,-,Requested,9/12/2020 18:35,16/06/2021 10:15,26/11/2020 15:00,30/11/2020 10:30,Rm 3,,4 Nights,109,200,,0,200,0,200,,,AH DCC
B1P0H,-,Blocked Out,9/12/2020 18:05,16/06/2021 10:15,9/11/2020 15:00,1/2/2021 10:30,Rm 0,,84 Nights,110,660,,0,0,0,0,,,-
B1P0G,-,Blocked Out,9/12/2020 18:04,16/06/2021 10:15,9/11/2020 15:00,1/2/2021 10:30,Rm 1,,84 Nights,111,660,,0,0,0,0,,,-
B1OTC,-,Requested,24/11/2020 18:50,16/06/2021 10:03,11/11/2020 15:00,27/11/2020 10:30,Rm 6,,16 Nights,112,480,,0,480,0,480,,,DCC
B1ON9,-,Requested,13/11/2020 18:28,16/06/2021 10:02,9/11/2020 15:00,15/12/2020 10:30,Rm 5,,36 Nights,113,1080,,0,1080,0,1080,,,DCC
B1ON8,-,Requested,13/11/2020 18:25,16/06/2021 10:02,9/11/2020 15:00,11/12/2020 10:30,Rm 8,,32 Nights,114,960,,0,960,0,960,,,DCC
B1ON7,-,Requested,13/11/2020 18:21,16/06/2021 10:02,9/11/2020 15:00,23/11/2020 10:30,Rm 3,,14 Nights,115,420,,0,420,0,420,,,DCC
B1ON6,-,Requested,13/11/2020 18:20,16/06/2021 10:02,9/11/2020 15:00,2/12/2020 10:30,Rm 2,,23 Nights,116,690,,0,690,0,690,,,DCC
B1ON5,-,Requested,13/11/2020 18:12,16/06/2021 10:02,9/11/2020 15:00,30/11/2020 10:30,Rm 4,,21 Nights,117,630,,0,630,0,630,,,DCC
B1OMR,-,Not Checked In,13/11/2020 01:01,8/11/2021 11:28,2/11/2020 15:00,5/11/2020 10:30,-,,3 Nights,118,90,,0,90,0,90,,,-
B1OD2,-,Not Checked In,28/10/2020 12:36,16/06/2021 10:02,12/10/2021 15:00,24/10/2021 10:30,-,,12 Nights,119,360,,0,360,0,360,,,-
B1OCJ,-,Not Checked In,27/10/2020 15:30,16/06/2021 10:02,27/10/2020 15:00,31/10/2020 10:30,-,,4 Nights,120,120,,0,120,0,120,,,-
B1O4J,-,Checked Out,6/10/2020 18:37,16/06/2021 10:04,5/10/2020 0:00,12/10/2020 10:30,Rm 3,,7 Nights,121,210,,0,210,0,210,,,DCC
B1O4I,-,Checked Out,6/10/2020 18:36,16/06/2021 10:04,5/10/2020 0:00,12/10/2020 10:30,Rm 4,,7 Nights,122,210,,0,210,0,210,,,EBC
B1O4G,-,Checked Out,6/10/2020 16:59,16/06/2021 10:04,5/10/2020 0:00,12/10/2020 10:30,Rm 6,,7 Nights,123,210,,0,210,0,210,,,DCC
B1N6B,-,Checked Out,28/07/2020 21:08,16/06/2021 10:02,22/06/2020 15:00,20/07/2020 10:30,Rm 5,,28 Nights,124,840,,0,840,0,840,,,Leaving Care Services
B1N69,-,Checked Out,28/07/2020 20:43,16/06/2021 10:02,25/05/2020 15:00,22/06/2020 10:30,Rm 5,,28 Nights,125,840,,0,840,0,840,,,Leaving Care Services
B1N68,BG18J,Checked Out,28/07/2020 20:33,16/06/2021 10:02,25/05/2020 15:00,2/6/2020 10:30,Rm 4,,8 Nights,126,240,,0,240,0,0,,,DCC
B1LK9,BG17U,Checked Out,11/5/2020 12:00,16/06/2021 10:02,11/5/2020 15:00,25/05/2020 10:30,Rm 3,,14 Nights,127,840,,0,840,0,840,,,AH DCC
