ID,Group ID,Status,Created,Last Updated,Check In,Check Out,Room,,Nights,Guest,Booking,,Fees,Total,Paid,Owing,,,Booking Source
B1M9X,-,Checked Out,13/05/2019 12:00,16/06/2021 10:02,13/05/2019 15:00,22/05/2019 10:30,Rm 2,,9 Nights,984,450,,0,450,450,0,,,AHDCC
B1M9P,-,Checked Out,10/5/2019 12:00,16/06/2021 10:02,10/5/2019 15:00,13/05/2019 10:30,Rm 8,,3 Nights,985,90,,0,90,0,90,,,CLDCC
B1M9L,-,Checked Out,6/5/2019 12:00,16/06/2021 10:02,6/5/2019 15:00,20/05/2019 10:30,Rm 2,,14 Nights,986,980,,0,980,980,0,,,AHDCC
B1M9G,-,Checked Out,3/5/2019 12:00,16/06/2021 10:02,3/5/2019 15:00,13/05/2019 10:30,Rm 9,,10 Nights,987,500,,0,500,500,0,,,SRSS
B1M98,-,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,13/05/2019 10:30,-,,14 Nights,988,700,,0,700,700,0,,,AHDCC
B1M99,BG16I,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,13/05/2019 10:30,Rm 4,,14 Nights,989,560,,0,560,560,0,,,AHDCC
B1M9A,BG16I,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,13/05/2019 10:30,-,,14 Nights,990,560,,0,560,560,0,,,AHDCC
B1M9D,-,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,19/05/2019 10:30,-,,20 Nights,991,1000,,0,1000,0,1000,,,AHDCC
B1M9E,-,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,10/5/2019 10:30,Rm 4,,11 Nights,992,330,,0,330,330,0,,,DCC
B1M9F,-,Checked Out,29/04/2019 12:00,16/06/2021 10:02,29/04/2019 15:00,13/05/2019 10:30,Rm 2,,14 Nights,993,700,,0,700,700,0,,,AHDCC
B1M90,-,Checked Out,22/04/2019 12:00,16/06/2021 10:02,22/04/2019 15:00,6/5/2019 10:30,Rm 2,,14 Nights,994,980,,0,980,980,0,,,AHDCC
B1M8P,-,Checked Out,15/04/2019 12:00,16/06/2021 10:02,15/04/2019 15:00,29/04/2019 10:30,-,,14 Nights,995,560,,0,560,560,0,,,AHDCC
B1M8Q,BG16I,Checked Out,15/04/2019 12:00,16/06/2021 10:02,15/04/2019 15:00,29/04/2019 10:30,Rm 4,,14 Nights,996,560,,0,560,560,0,,,AHDCC
B1M8R,BG16I,Checked Out,15/04/2019 12:00,16/06/2021 10:02,15/04/2019 15:00,29/04/2019 10:30,-,,14 Nights,997,560,,0,560,560,0,,,AHDCC
B1M8T,-,Checked Out,15/04/2019 12:00,16/06/2021 10:02,15/04/2019 15:00,29/04/2019 10:30,-,,14 Nights,998,700,,0,700,700,0,,,AHDCC
B1M8U,-,Checked Out,15/04/2019 12:00,16/06/2021 10:02,15/04/2019 15:00,29/04/2019 10:30,Rm 2,,14 Nights,999,700,,0,700,700,0,,,AHDCC
B1M8G,-,Checked Out,8/4/2019 12:00,16/06/2021 10:02,8/4/2019 15:00,22/04/2019 10:30,Rm 2,,14 Nights,1000,980,,0,980,980,0,,,AHDCC
B1M81,-,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,5/4/2019 10:30,-,,4 Nights,1001,200,,0,200,200,0,,,DCC
B1M85,-,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,15/04/2019 10:30,-,,14 Nights,1002,560,,0,560,560,0,,,AHDCC
B1M86,BG16I,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,15/04/2019 10:30,Rm 4,,14 Nights,1003,560,,0,560,560,0,,,AHDCC
B1M87,BG16I,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,15/04/2019 10:30,-,,14 Nights,1004,560,,0,560,560,0,,,AHDCC
B1M89,-,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,15/04/2019 10:30,-,,14 Nights,1005,700,,0,700,700,0,,,AHDCC
B1M8A,-,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,29/04/2019 10:30,Rm 4,,28 Nights,1006,840,,0,840,840,0,,,DCC
B1M8B,-,Checked Out,1/4/2019 12:00,16/06/2021 10:02,1/4/2019 15:00,15/04/2019 10:30,Rm 2,,14 Nights,1007,700,,0,700,0,700,,,AHDCC
B1M7R,-,Checked Out,25/03/2019 12:00,16/06/2021 10:02,25/03/2019 15:00,1/4/2019 10:30,Rm 2,,7 Nights,1008,350,,0,350,350,0,,,AHDCC
B1M7S,-,Checked Out,25/03/2019 12:00,16/06/2021 10:02,25/03/2019 15:00,1/4/2019 10:30,Rm 4,,7 Nights,1009,210,,0,210,210,0,,,DCC
B1M7T,BG16I,Checked Out,25/03/2019 12:00,16/06/2021 10:02,25/03/2019 15:00,1/4/2019 10:30,Rm 4,,7 Nights,1010,280,,0,280,280,0,,,AHDCC
B1M7U,BG16I,Checked Out,25/03/2019 12:00,16/06/2021 10:02,25/03/2019 15:00,1/4/2019 10:30,-,,7 Nights,1011,280,,0,280,280,0,,,AHDCC
B1M7G,-,Checked Out,18/03/2019 12:00,16/06/2021 10:02,18/03/2019 15:00,1/4/2019 10:30,-,,14 Nights,1012,700,,0,700,700,0,,,AHDCC
B1M7H,-,Checked Out,18/03/2019 12:00,16/06/2021 10:02,18/03/2019 15:00,1/4/2019 10:30,-,,14 Nights,1013,560,,0,560,560,0,,,AHDCC
B1M7L,-,Checked Out,18/03/2019 12:00,16/06/2021 10:02,18/03/2019 15:00,1/4/2019 10:30,-,,14 Nights,1014,700,,0,700,700,0,,,DCC
B1M79,-,Checked Out,11/3/2019 12:00,16/06/2021 10:02,11/3/2019 15:00,25/03/2019 10:30,Rm 2,,14 Nights,1015,700,,0,700,700,0,,,AHDCC
B1M7A,BG16I,Checked Out,11/3/2019 12:00,16/06/2021 10:02,11/3/2019 15:00,25/03/2019 10:30,Rm 4,,14 Nights,1016,560,,0,560,560,0,,,AHDCC
B1M7B,BG16I,Checked Out,11/3/2019 12:00,16/06/2021 10:02,11/3/2019 15:00,25/03/2019 10:30,-,,14 Nights,1017,560,,0,560,560,0,,,AHDCC
B1M7D,-,Checked Out,11/3/2019 12:00,16/06/2021 10:02,11/3/2019 15:00,21/03/2019 10:30,Rm 9,,10 Nights,1018,600,,0,600,600,0,,,AHDCC
B1M72,-,Checked Out,4/3/2019 12:00,16/06/2021 10:04,4/3/2019 15:00,25/03/2019 10:30,Rm 4,,21 Nights,1019,630,,0,630,630,0,,,DCC
B1M73,-,Checked Out,4/3/2019 12:00,16/06/2021 10:04,4/3/2019 15:00,18/03/2019 10:30,-,,14 Nights,1020,700,,0,700,700,0,,,AHDCC
B1M74,-,Checked Out,4/3/2019 12:00,16/06/2021 10:04,4/3/2019 15:00,18/03/2019 10:30,-,,14 Nights,1021,700,,0,700,700,0,,,DCC
B1M6Y,BG16I,Checked Out,28/02/2019 12:00,16/06/2021 10:04,28/02/2019 15:00,11/3/2019 10:30,Rm 4,,11 Nights,1022,440,,0,440,440,0,,,AHDCC
B1M6Z,BG16I,Checked Out,28/02/2019 12:00,16/06/2021 10:04,28/02/2019 15:00,11/3/2019 10:30,-,,11 Nights,1023,440,,0,440,440,0,,,AHDCC
B1M6U,-,Checked Out,25/02/2019 12:00,16/06/2021 10:04,25/02/2019 15:00,11/3/2019 10:30,Rm 2,,14 Nights,1024,700,,0,700,700,0,,,AHDCC
B1M6V,-,Checked Out,25/02/2019 12:00,16/06/2021 10:04,25/02/2019 15:00,18/03/2019 10:30,-,,21 Nights,1025,840,,0,840,840,0,,,AHDCC
B1M6W,-,Checked Out,25/02/2019 12:00,16/06/2021 10:04,25/02/2019 15:00,11/3/2019 10:30,Rm 9,,14 Nights,1026,840,,0,840,840,0,,,AHDCC
B1LVL,-,Checked Out,22/02/2019 12:00,16/06/2021 10:04,22/02/2019 15:00,4/3/2019 10:30,-,,10 Nights,1027,500,,0,500,500,0,,,DCC
B1LVH,-,Checked Out,18/02/2019 12:00,16/06/2021 10:04,18/02/2019 15:00,4/3/2019 10:30,-,,14 Nights,1028,700,,0,700,700,0,,,AHDCC
B1LVB,-,Checked Out,11/2/2019 12:00,16/06/2021 10:04,11/2/2019 15:00,25/02/2019 10:30,Rm 2,,14 Nights,1029,700,,0,700,700,0,,,AHDCC
B1LVC,-,Checked Out,11/2/2019 12:00,16/06/2021 10:04,11/2/2019 15:00,4/3/2019 10:30,Rm 4,,21 Nights,1030,630,,0,630,630,0,,,DCC
B1LVD,-,Checked Out,11/2/2019 12:00,16/06/2021 10:04,11/2/2019 15:00,23/02/2019 10:30,-,,12 Nights,1031,600,,0,600,600,0,,,AHDCC
B1LVE,-,Checked Out,11/2/2019 12:00,16/06/2021 10:04,11/2/2019 15:00,25/02/2019 10:30,Rm 9,,14 Nights,1032,840,,0,840,840,0,,,AHDCC
B1LV0,-,Checked Out,4/2/2019 12:00,16/06/2021 10:04,4/2/2019 15:00,18/02/2019 10:30,-,,14 Nights,1033,700,,0,700,700,0,,,AHDCC
B1LV1,-,Checked Out,4/2/2019 12:00,16/06/2021 10:04,4/2/2019 15:00,25/02/2019 10:30,-,,21 Nights,1034,840,,0,840,840,0,,,AHDCC
B1LUY,-,Checked Out,30/01/2019 12:00,16/06/2021 10:04,30/01/2019 15:00,11/2/2019 10:30,-,,12 Nights,1035,600,,0,600,600,0,,,AHDCC
B1LUP,-,Checked Out,28/01/2019 12:00,16/06/2021 10:04,28/01/2019 15:00,11/2/2019 10:30,Rm 2,,14 Nights,1036,700,,0,700,700,0,,,AHDCC
B1LUX,-,Checked Out,28/01/2019 12:00,16/06/2021 10:04,28/01/2019 15:00,11/2/2019 10:30,Rm 9,,14 Nights,1037,840,,0,840,840,0,,,AHDCC
B1LUK,-,Checked Out,21/01/2019 12:00,16/06/2021 10:04,21/01/2019 15:00,30/01/2019 10:30,Rm 4,,9 Nights,1038,450,,0,450,450,0,,,DCC
B1LUL,-,Checked Out,21/01/2019 12:00,16/06/2021 10:04,21/01/2019 15:00,4/2/2019 10:30,-,,14 Nights,1039,700,,0,700,700,0,,,AHDCC
B1LUM,-,Checked Out,21/01/2019 12:00,16/06/2021 10:04,21/01/2019 15:00,11/2/2019 10:30,Rm 4,,21 Nights,1040,630,,0,630,630,0,,,DCC
B1LUF,-,Checked Out,16/01/2019 12:00,16/06/2021 10:04,16/01/2019 15:00,4/2/2019 10:30,-,,19 Nights,1041,760,,0,760,760,0,,,AHDCC
B1LUD,-,Checked Out,14/01/2019 12:00,16/06/2021 10:04,14/01/2019 15:00,28/01/2019 10:30,Rm 2,,14 Nights,1042,700,,0,700,700,0,,,AHDCC
B1LUE,-,Checked Out,14/01/2019 12:00,16/06/2021 10:04,14/01/2019 15:00,28/01/2019 10:30,Rm 9,,14 Nights,1043,840,,0,840,840,0,,,AHDCC
B1LU4,-,Checked Out,7/1/2019 12:00,16/06/2021 10:04,7/1/2019 15:00,21/01/2019 10:30,-,,14 Nights,1044,700,,0,700,700,0,,,AHDCC
B1LU5,-,Checked Out,7/1/2019 12:00,16/06/2021 10:04,7/1/2019 15:00,14/01/2019 10:30,-,,7 Nights,1045,210,,0,210,0,210,,,DCC
B1LTZ,-,Checked Out,2/1/2019 12:00,16/06/2021 10:04,2/1/2019 15:00,21/01/2019 10:30,Rm 4,,19 Nights,1046,950,,0,950,950,0,,,DCC
B1LTY,-,Checked Out,1/1/2019 12:00,16/06/2021 10:04,1/1/2019 15:00,2/1/2019 10:30,-,,1 Night,1047,30,,0,30,0,30,,,DCC
B1LTV,-,Checked Out,31/12/2018 12:00,16/06/2021 10:04,31/12/2018 15:00,14/01/2019 10:30,Rm 2,,14 Nights,1048,700,,0,700,700,0,,,AHDCC
B1LTW,-,Checked Out,31/12/2018 12:00,16/06/2021 10:04,31/12/2018 15:00,21/01/2019 10:30,Rm 4,,21 Nights,1049,630,,0,630,630,0,,,DCC
B1LTX,-,Checked Out,31/12/2018 12:00,16/06/2021 10:04,31/12/2018 15:00,14/01/2019 10:30,Rm 9,,14 Nights,1050,840,,0,840,840,0,,,AHDCC
B1LTL,-,Checked Out,22/12/2018 12:00,16/06/2021 10:04,22/12/2018 15:00,31/12/2018 10:30,Rm 2,,9 Nights,1051,450,,0,450,450,0,,,AHDCC
B1LTI,-,Checked Out,21/12/2018 12:00,16/06/2021 10:04,21/12/2018 15:00,7/1/2019 10:30,-,,17 Nights,1052,850,,0,850,850,0,,,AHDCC
B1LTJ,-,Checked Out,21/12/2018 12:00,16/06/2021 10:04,21/12/2018 15:00,11/1/2019 10:30,Rm 3,,21 Nights,1053,630,,0,630,0,630,,,DCC
B1LTK,-,Checked Out,21/12/2018 12:00,16/06/2021 10:04,21/12/2018 15:00,3/1/2019 10:30,-,,13 Nights,1054,390,,0,390,390,0,,,DCC
B1LT9,BG177,Checked Out,17/12/2018 12:00,16/06/2021 10:02,17/12/2018 15:00,18/12/2018 10:30,-,,1 Night,1055,40,,0,40,40,0,,,DCC
B1LTA,BG177,Checked Out,17/12/2018 12:00,16/06/2021 10:04,17/12/2018 15:00,18/12/2018 10:30,-,,1 Night,1056,40,,0,40,40,0,,,DCC
B1LTF,-,Checked Out,17/12/2018 12:00,16/06/2021 10:04,17/12/2018 15:00,22/12/2018 10:30,Rm 2,,5 Nights,1057,250,,0,250,250,0,,,AHDCC
B1LTG,-,Checked Out,17/12/2018 12:00,16/06/2021 10:04,17/12/2018 15:00,31/12/2018 10:30,Rm 9,,14 Nights,1058,840,,0,840,840,0,,,AHDCC
B1LT6,-,Checked Out,12/12/2018 12:00,16/06/2021 10:02,12/12/2018 15:00,31/12/2018 10:30,Rm 4,,19 Nights,1059,570,,0,570,570,0,,,DCC
B1LT1,-,Checked Out,7/12/2018 12:00,16/06/2021 10:02,7/12/2018 15:00,17/12/2018 10:30,-,,10 Nights,1060,300,,0,300,300,0,,,DCC
B1LT2,BG177,Checked Out,7/12/2018 12:00,16/06/2021 10:02,7/12/2018 15:00,17/12/2018 10:30,-,,10 Nights,1061,400,,0,400,400,0,,,DCC
B1LT3,BG177,Checked Out,7/12/2018 12:00,16/06/2021 10:02,7/12/2018 15:00,17/12/2018 10:30,-,,10 Nights,1062,400,,0,400,400,0,,,DCC
B1LSM,BG176,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,7/12/2018 10:30,-,,4 Nights,1063,160,,0,160,160,0,,,DCC
B1LSN,BG176,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,7/12/2018 10:30,-,,4 Nights,1064,160,,0,160,160,0,,,DCC
B1LSO,-,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,6/12/2018 10:30,-,,3 Nights,1065,120,,0,120,120,0,,,DCC
B1LSQ,-,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,11/12/2018 10:30,Rm 4,,8 Nights,1066,320,,0,320,320,0,,,DCC
B1LSY,-,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,19/12/2018 10:30,Rm 3,,16 Nights,1067,480,,0,480,480,0,,,AHDCC
B1LSZ,-,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,17/12/2018 10:30,Rm 2,,14 Nights,1068,700,,0,700,700,0,,,AHDCC
B1LT0,-,Checked Out,3/12/2018 12:00,16/06/2021 10:02,3/12/2018 15:00,17/12/2018 10:30,Rm 9,,14 Nights,1069,840,,0,840,840,0,,,AHDCC
B1LSG,-,Checked Out,23/11/2018 12:00,16/06/2021 10:02,23/11/2018 15:00,28/11/2018 10:30,Rm 4,,5 Nights,1070,200,,0,200,200,0,,,DCC
B1LSF,-,Checked Out,22/11/2018 12:00,16/06/2021 10:02,22/11/2018 15:00,3/12/2018 10:30,-,,11 Nights,1071,440,,0,440,440,0,,,DCC
B1LSE,-,Checked Out,20/11/2018 12:00,16/06/2021 10:02,20/11/2018 15:00,22/11/2018 10:30,Rm 4,,2 Nights,1072,80,,0,80,80,0,,,DCC
B1LS6,-,Checked Out,19/11/2018 12:00,16/06/2021 10:02,19/11/2018 15:00,3/12/2018 10:30,Rm 4,,14 Nights,1073,560,,0,560,560,0,,,DCC
B1LS7,BG176,Checked Out,19/11/2018 12:00,16/06/2021 10:02,19/11/2018 15:00,3/12/2018 10:30,-,,14 Nights,1074,560,,0,560,560,0,,,DCC
B1LS8,BG176,Checked Out,19/11/2018 12:00,16/06/2021 10:02,19/11/2018 15:00,3/12/2018 10:30,-,,14 Nights,1075,560,,0,560,560,0,,,DCC
B1LSB,-,Checked Out,19/11/2018 12:00,16/06/2021 10:02,19/11/2018 15:00,3/12/2018 10:30,Rm 2,,14 Nights,1076,700,,0,700,700,0,,,AHDCC
B1LSD,-,Checked Out,19/11/2018 12:00,16/06/2021 10:02,19/11/2018 15:00,3/12/2018 10:30,Rm 9,,14 Nights,1077,840,,0,840,840,0,,,AHDCC
B1LS2,-,Checked Out,16/11/2018 12:00,16/06/2021 10:02,16/11/2018 15:00,21/11/2018 10:30,-,,5 Nights,1078,200,,0,200,200,0,,,DCC
B1LS0,-,Checked Out,12/11/2018 12:00,16/06/2021 10:02,12/11/2018 15:00,19/11/2018 10:30,Rm 2,,7 Nights,1079,420,,0,420,420,0,,,DCC
B1LS1,-,Checked Out,12/11/2018 12:00,16/06/2021 10:02,12/11/2018 15:00,3/12/2018 10:30,Rm 3,,21 Nights,1080,630,,0,630,630,0,,,AHDCC
B1LRG,-,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,12/11/2018 10:30,Rm 2,,7 Nights,1081,420,,0,420,420,0,,,AHDCC
B1LRO,-,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,19/11/2018 10:30,Rm 4,,14 Nights,1082,560,,0,560,560,0,,,DCC
B1LRP,BG176,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,19/11/2018 10:30,-,,14 Nights,1083,560,,0,560,560,0,,,DCC
B1LRQ,BG176,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,19/11/2018 10:30,-,,14 Nights,1084,560,,0,560,560,0,,,DCC
B1LRR,BG16X,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,13/11/2018 10:30,Rm 4,,8 Nights,1085,320,,0,320,320,0,,,AHDCC
B1LRS,BG16X,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,13/11/2018 10:30,-,,8 Nights,1086,320,,0,320,320,0,,,AHDCC
B1LRT,-,Checked Out,5/11/2018 12:00,16/06/2021 10:02,5/11/2018 15:00,19/11/2018 10:30,Rm 9,,14 Nights,1087,840,,0,840,840,0,,,AHDCC
B1LR3,-,Checked Out,22/10/2018 12:00,16/06/2021 10:02,22/10/2018 15:00,5/11/2018 10:30,Rm 2,,14 Nights,1088,840,,0,840,840,0,,,AHDCC
B1LR7,BG175,Checked Out,22/10/2018 12:00,16/06/2021 10:02,22/10/2018 15:00,30/10/2018 10:30,Rm 9,,8 Nights,1089,400,,0,400,400,0,,,DCC
B1LR8,BG175,Checked Out,22/10/2018 12:00,16/06/2021 10:02,22/10/2018 15:00,30/10/2018 10:30,-,,8 Nights,1090,320,,0,320,320,0,,,DCC
B1LR9,BG16X,Checked Out,22/10/2018 12:00,16/06/2021 10:02,22/10/2018 15:00,5/11/2018 10:30,Rm 4,,14 Nights,1091,560,,0,560,560,0,,,AHDCC
B1LRA,BG16X,Checked Out,22/10/2018 12:00,16/06/2021 10:02,22/10/2018 15:00,5/11/2018 10:30,-,,14 Nights,1092,560,,0,560,560,0,,,AHDCC
B1LQV,BG175,Checked Out,12/10/2018 12:00,16/06/2021 10:02,12/10/2018 15:00,22/10/2018 10:30,Rm 9,,10 Nights,1093,500,,0,500,500,0,,,DCC
B1LQW,BG175,Checked Out,12/10/2018 12:00,16/06/2021 10:02,12/10/2018 15:00,22/10/2018 10:30,-,,10 Nights,1094,400,,0,400,400,0,,,DCC
B1LQU,-,Checked Out,9/10/2018 12:00,16/06/2021 10:02,9/10/2018 15:00,15/10/2018 10:30,-,,6 Nights,1095,240,,0,240,240,0,,,AHDCC
B1LQL,-,Checked Out,8/10/2018 12:00,16/06/2021 10:02,8/10/2018 15:00,22/10/2018 10:30,Rm 2,,14 Nights,1096,840,,0,840,840,0,,,AHDCC
B1LQR,BG16X,Checked Out,8/10/2018 12:00,16/06/2021 10:02,8/10/2018 15:00,22/10/2018 10:30,Rm 4,,14 Nights,1097,560,,0,560,560,0,,,AHDCC
B1LQS,BG16X,Checked Out,8/10/2018 12:00,16/06/2021 10:02,8/10/2018 15:00,22/10/2018 10:30,-,,14 Nights,1098,560,,0,560,560,0,,,AHDCC
B1LQT,-,Checked Out,8/10/2018 12:00,16/06/2021 10:02,8/10/2018 15:00,29/10/2018 10:30,Rm 4,,21 Nights,1099,840,,0,840,840,0,,,DCC
B1LQE,BG174,Checked Out,1/10/2018 12:00,16/06/2021 10:02,1/10/2018 15:00,5/10/2018 10:30,Rm 9,,4 Nights,1100,200,,0,200,200,0,,,DCC
B1LQF,BG174,Checked Out,1/10/2018 12:00,16/06/2021 10:02,1/10/2018 15:00,5/10/2018 10:30,-,,4 Nights,1101,200,,0,200,200,0,,,DCC
B1LPZ,-,Checked Out,24/09/2018 12:00,16/06/2021 10:02,24/09/2018 15:00,8/10/2018 10:30,Rm 2,,14 Nights,1102,840,,0,840,840,0,,,AHDCC
B1LQ5,BG171,Checked Out,24/09/2018 12:00,16/06/2021 10:02,24/09/2018 15:00,28/09/2018 10:30,Rm 9,,4 Nights,1103,240,,0,240,240,0,,,DCC
B1LQ6,BG171,Checked Out,24/09/2018 12:00,16/06/2021 10:02,24/09/2018 15:00,28/09/2018 10:30,-,,4 Nights,1104,240,,0,240,240,0,,,DCC
B1LQ7,BG16X,Checked Out,24/09/2018 12:00,16/06/2021 10:02,24/09/2018 15:00,8/10/2018 10:30,Rm 4,,14 Nights,1105,560,,0,560,560,0,,,AHDCC
B1LQ8,BG16X,Checked Out,24/09/2018 12:00,16/06/2021 10:02,24/09/2018 15:00,8/10/2018 10:30,-,,14 Nights,1106,560,,0,560,560,0,,,AHDCC
B1LPV,-,Checked Out,20/09/2018 12:00,16/06/2021 10:02,20/09/2018 15:00,8/10/2018 10:30,Rm 4,,18 Nights,1107,720,,0,720,720,0,,,DCC
B1LPQ,BG171,Checked Out,17/09/2018 12:00,16/06/2021 10:02,17/09/2018 15:00,24/09/2018 10:30,Rm 9,,7 Nights,1108,420,,0,420,420,0,,,DCC
B1LPR,BG171,Checked Out,17/09/2018 12:00,16/06/2021 10:02,17/09/2018 15:00,24/09/2018 10:30,-,,7 Nights,1109,420,,0,420,420,0,,,DCC
B1LPG,-,Checked Out,10/9/2018 12:00,16/06/2021 10:02,10/9/2018 15:00,24/09/2018 10:30,Rm 2,,14 Nights,1110,840,,0,840,840,0,,,AHDCC
B1LPH,BG171,Checked Out,10/9/2018 12:00,16/06/2021 10:02,10/9/2018 15:00,17/09/2018 10:30,Rm 9,,7 Nights,1111,420,,0,420,420,0,,,DCC
B1LPI,BG171,Checked Out,10/9/2018 12:00,16/06/2021 10:02,10/9/2018 15:00,17/09/2018 10:30,-,,7 Nights,1112,420,,0,420,420,0,,,DCC
B1LPL,BG16X,Checked Out,10/9/2018 12:00,16/06/2021 10:02,10/9/2018 15:00,24/09/2018 10:30,Rm 4,,14 Nights,1113,560,,0,560,560,0,,,AHDCC
B1LPM,BG16X,Checked Out,10/9/2018 12:00,16/06/2021 10:02,10/9/2018 15:00,24/09/2018 10:30,-,,14 Nights,1114,560,,0,560,560,0,,,AHDCC
B1LPB,BG16Z,Checked Out,3/9/2018 12:00,16/06/2021 10:02,3/9/2018 15:00,10/9/2018 10:30,Rm 9,,7 Nights,1115,420,,0,420,420,0,,,DCC
B1LPC,BG16Z,Checked Out,3/9/2018 12:00,16/06/2021 10:02,3/9/2018 15:00,10/9/2018 10:30,-,,7 Nights,1116,420,,0,420,420,0,,,DCC
B1LP0,-,Checked Out,27/08/2018 12:00,16/06/2021 10:02,27/08/2018 15:00,18/09/2018 10:30,Rm 4,,22 Nights,1117,880,,0,880,880,0,,,DCC
B1LP1,-,Checked Out,27/08/2018 12:00,16/06/2021 10:02,27/08/2018 15:00,10/9/2018 10:30,Rm 2,,14 Nights,1118,840,,0,840,840,0,,,AHDCC
B1LP6,BG16X,Checked Out,27/08/2018 12:00,16/06/2021 10:02,27/08/2018 15:00,10/9/2018 10:30,Rm 4,,14 Nights,1119,560,,0,560,560,0,,,AHDCC
B1LP7,BG16X,Checked Out,27/08/2018 12:00,16/06/2021 10:02,27/08/2018 15:00,10/9/2018 10:30,-,,14 Nights,1120,560,,0,560,560,0,,,AHDCC
B1LOY,BG16Z,Checked Out,24/08/2018 12:00,16/06/2021 10:02,24/08/2018 15:00,3/9/2018 10:30,Rm 9,,10 Nights,1121,600,,0,600,600,0,,,DCC
B1LOZ,BG16Z,Checked Out,24/08/2018 12:00,16/06/2021 10:02,24/08/2018 15:00,3/9/2018 10:30,-,,10 Nights,1122,600,,0,600,600,0,,,DCC
B1LOS,BG16X,Checked Out,17/08/2018 12:00,16/06/2021 10:02,17/08/2018 15:00,27/08/2018 10:30,Rm 4,,10 Nights,1123,400,,0,400,400,0,,,AHDCC
B1LOT,BG16X,Checked Out,17/08/2018 12:00,16/06/2021 10:02,17/08/2018 15:00,27/08/2018 10:30,-,,10 Nights,1124,400,,0,400,400,0,,,AHDCC
B1LOO,-,Checked Out,13/08/2018 12:00,16/06/2021 10:02,13/08/2018 15:00,27/08/2018 10:30,Rm 2,,14 Nights,1125,840,,0,840,840,0,,,AHDCC
B1LOJ,-,Checked Out,6/8/2018 12:00,16/06/2021 10:02,6/8/2018 15:00,27/08/2018 10:30,Rm 4,,21 Nights,1126,840,,0,840,840,0,,,DCC
B1LOE,BG16U,Checked Out,3/8/2018 12:00,16/06/2021 10:02,3/8/2018 15:00,13/08/2018 10:30,Rm 4,,10 Nights,1127,400,,0,400,400,0,,,AHDCC
B1LOF,BG16U,Checked Out,3/8/2018 12:00,16/06/2021 10:02,3/8/2018 15:00,13/08/2018 10:30,-,,10 Nights,1128,400,,0,400,400,0,,,AHDCC
B1LOC,-,Checked Out,30/07/2018 12:00,16/06/2021 10:02,30/07/2018 15:00,13/08/2018 10:30,Rm 2,,14 Nights,1129,840,,0,840,840,0,,,AHDCC
B1LO2,-,Checked Out,23/07/2018 12:00,16/06/2021 10:02,23/07/2018 15:00,8/8/2018 10:30,Rm 9,,16 Nights,1130,800,,0,800,800,0,,,DCC
B1LO3,BG16R,Checked Out,23/07/2018 12:00,16/06/2021 10:02,23/07/2018 15:00,3/8/2018 10:30,Rm 4,,11 Nights,1131,440,,0,440,440,0,,,DCC
B1LO4,BG16R,Checked Out,23/07/2018 12:00,16/06/2021 10:02,23/07/2018 15:00,3/8/2018 10:30,-,,11 Nights,1132,440,,0,440,440,0,,,DCC
B1LO1,-,Checked Out,16/07/2018 12:00,16/06/2021 10:02,16/07/2018 15:00,30/07/2018 10:30,Rm 2,,14 Nights,1133,840,,0,840,840,0,,,AHDCC
B1LNU,-,Checked Out,11/7/2018 12:00,16/06/2021 10:02,11/7/2018 15:00,23/07/2018 10:30,Rm 9,,12 Nights,1134,600,,0,600,600,0,,,DCC
B1LNR,BG16R,Checked Out,10/7/2018 12:00,16/06/2021 10:02,10/7/2018 15:00,23/07/2018 10:30,Rm 4,,13 Nights,1135,520,,0,520,520,0,,,DCC
